TYPE,GEN,GNDR,AGE ,ETH,PE,ATENDC,NTRGPA,GRDNRMTIME
T,N1G,F,1,W,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,N1G,F,1,W,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,N1G,F,1,W,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,N1G,F,1,B,P,PT,B,G
T,1G,F,1,B,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,N1G,F,1,W,P,PT,B,G
T,1G,F,1,P,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,N1G,F,1,W,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,N1G,F,1,W,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,N1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,1G,F,1,W,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,M,P,PT,B,G
T,1G,F,1,W,P,PT,A,G
T,N1G,F,1,I,P,PT,A,G
T,N1G,F,1,B,P,PT,A,G
T,N1G,F,1,I,P,FT,A,G
T,1G,F,1,W,P,PT,A,G
T,N1G,F,1,W,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,N1G,F,1,W,P,PT,A,G
T,1G,F,1,W,P,PT,A,G
T,1G,F,1,W,P,PT,A,G
T,N1G,F,1,B,P,PT,A,G
T,N1G,F,1,W,P,PT,A,G
T,N1G,F,1,W,P,PT,A,G
T,1G,F,1,W,P,PT,A,G
T,1G,F,1,W,P,PT,A,G
T,1G,F,1,B,P,PT,A,G
T,N1G,F,1,B,P,PT,A,G
T,1G,F,1,W,P,FT,A,G
T,N1G,F,1,W,P,FT,A,G
T,1G,F,1,M,P,PT,A,G
T,1G,F,1,M,P,PT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,B,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,N1G,F,1,B,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,N1G,F,1,W,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,N1G,F,1,B,P,FT,A,G
T,1G,F,1,B,P,FT,A,G
T,N1G,F,1,W,P,FT,A,G
T,N1G,F,1,W,P,FT,A,G
T,N1G,F,1,W,P,FT,A,G
T,N1G,F,1,B,P,FT,A,G
T,1G,F,1,B,P,FT,A,G
T,1G,F,1,B,P,FT,A,G
T,N1G,F,1,W,P,FT,A,G
T,N1G,F,1,W,P,FT,A,G
T,N1G,F,1,B,P,FT,A,G
T,N1G,F,1,W,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,B,P,FT,A,G
T,1G,F,1,B,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,N1G,F,1,W,P,FT,A,G
T,N1G,F,1,P,P,FT,A,G
T,N1G,F,1,W,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,N1G,F,1,W,P,FT,A,G
T,N1G,F,1,W,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,PT,A,G
T,1G,F,1,M,P,PT,A,G
T,1G,F,1,M,P,PT,A,G
T,1G,F,1,B,P,PT,A,G
T,N1G,F,1,B,P,FT,A,G
T,1G,F,1,W,P,PT,A,G
T,1G,F,1,W,P,PT,A,G
T,N1G,F,1,W,P,PT,A,G
T,N1G,F,1,W,P,FT,A,G
T,1G,F,1,W,P,PT,A,G
T,N1G,F,1,B,P,PT,A,G
T,1G,F,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,B,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,B,P,PT,A,G
T,N1G,M,1,B,P,PT,A,G
T,N1G,M,1,B,P,PT,A,G
T,N1G,M,1,B,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,P,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,B,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,B,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,F,1,M,P,PT,A,G
T,N1G,F,1,M,P,PT,A,G
T,1G,F,1,W,P,PT,A,G
T,1G,F,1,B,P,PT,A,G
T,1G,F,1,M,P,PT,A,G
T,1G,F,1,W,P,PT,A,G
T,1G,F,1,W,P,PT,A,G
T,N1G,F,1,B,P,PT,A,G
T,1G,F,1,M,P,PT,A,G
T,N1G,F,1,B,P,PT,A,G
T,1G,F,1,W,P,PT,A,G
T,1G,F,1,M,P,FT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,N1G,F,1,W,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,F,1,B,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,N1G,F,1,B,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,N1G,F,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,F,1,W,P,PT,A,G
T,1G,F,1,P,P,PT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,I,P,FT,A,G
T,1G,F,1,B,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,B,P,FT,A,G
T,1G,F,1,W,P,PT,A,G
T,N1G,F,1,M,P,FT,A,G
T,1G,F,1,B,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,P,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,F,1,W,P,PT,A,G
T,1G,F,1,P,P,FT,A,G
T,1G,F,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,P,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,F,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,F,1,W,P,PT,A,G
T,1G,F,1,M,P,PT,A,G
T,N1G,F,1,W,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,N1G,F,1,B,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,B,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,F,1,B,P,PT,A,G
T,N1G,F,1,M,P,PT,A,G
T,N1G,F,1,M,P,PT,A,G
T,N1G,F,1,M,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,F,1,M,P,FT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,N1G,M,1,B,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,F,1,W,P,PT,A,G
T,N1G,F,1,W,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,N1G,F,1,W,P,FT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,B,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,I,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,B,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,B,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,N1G,M,1,B,P,PT,A,G
T,N1G,M,1,B,P,PT,A,G
T,N1G,M,1,B,P,PT,A,G
T,N1G,M,1,M,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,M,1,M,P,PT,A,G
T,N1G,M,1,B,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,N1G,M,1,W,P,PT,A,G
T,1G,M,1,W,P,PT,A,G
T,1G,F,1,B,P,PT,A,G
T,1G,F,1,W,P,PT,A,G
T,1G,F,1,B,P,PT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,P,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,N1G,F,1,W,P,PT,A,G
T,1G,F,1,M,P,PT,A,G
T,1G,F,1,W,P,PT,A,G
T,N1G,F,1,W,P,PT,A,G
T,N1G,F,1,M,P,PT,A,G
T,1G,F,1,W,P,PT,A,G
T,N1G,F,1,B,P,PT,A,G
T,N1G,F,1,M,P,PT,A,G
T,N1G,F,1,W,P,PT,A,G
T,1G,F,1,M,P,PT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,B,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,B,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,N1G,F,1,W,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,1G,F,1,W,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,1G,F,1,M,P,FT,A,G
T,N1G,F,1,M,P,FT,A,G
T,1G,F,1,W,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,N1G,F,1,M,P,PT,D,G
T,1G,F,1,M,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,N1G,F,1,P,P,PT,D,G
T,N1G,F,1,M,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,1G,F,1,M,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,1G,F,1,M,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,1G,F,1,B,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,1G,F,1,M,P,PT,D,G
T,N1G,F,1,M,P,PT,D,G
T,N1G,F,1,M,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,1G,F,1,M,P,PT,D,G
T,1G,F,1,B,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,N1G,F,1,M,P,PT,D,G
T,N1G,F,1,M,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,1G,F,1,M,P,PT,D,G
T,1G,F,1,M,P,PT,D,G
T,1G,F,1,M,P,PT,D,G
T,1G,F,1,B,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,1G,F,1,M,P,PT,D,G
T,1G,F,1,M,P,PT,D,G
T,N1G,F,1,B,P,PT,D,G
T,N1G,F,1,P,P,PT,D,G
T,N1G,F,1,M,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,N1G,F,1,M,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,N1G,F,1,M,P,PT,D,G
T,N1G,F,1,M,P,PT,D,G
T,N1G,F,1,B,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,1G,F,1,B,P,PT,D,G
T,N1G,F,1,M,P,PT,D,G
T,1G,F,1,B,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,N1G,F,1,M,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,N1G,F,1,M,P,PT,D,G
T,1G,F,1,W,P,PT,D,G
T,1G,F,1,M,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,1G,F,1,M,P,PT,D,G
T,1G,F,1,M,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,N1G,F,1,M,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
T,1G,F,1,B,P,PT,D,G
T,N1G,F,1,W,P,PT,D,G
